id	filename	md5	size	state
3430898b-02c2-47dd-91e5-c8022177fb6a	TCGA-49-4506-01Z-00-DX3.a05a3969-bbef-48d8-86de-f51c8870afd6.svs	8ff74a0ced393ddf94184960343d91d0	1003225243	released
83fecc98-336d-49c1-92d3-c4db2d1acc0c	TCGA-64-5778-01Z-00-DX1.96C39819-8A65-4651-BE83-39959F6FAD05.svs	64a0a6c2972f76e6c58381520c255c40	326881061	released
4ea3a33b-d443-4b07-8e99-7874495d74d7	TCGA-55-8087-01Z-00-DX1.548f2800-8caf-4c0e-a7b5-6d3d28315d9c.svs	4c2f5862a9cd32bdf0e2bbceb3b36c26	189766883	released
e41e08ca-4b08-4786-a8c8-2ff3fb82b153	TCGA-MP-A4T9-01Z-00-DX1.F7B341C4-EBCD-455F-BE90-3B77AC6B76EC.svs	e7336fa6fb235ade271cc4e1a7bd3b54	793256747	released
78b514e7-b840-4d28-b990-21875d75f1d9	TCGA-49-6742-01Z-00-DX2.2c6b4df0-867d-40c5-8bee-14e2d219224b.svs	3b115f788caa8e0679618ec63656854a	1501773089	released
b46881eb-9b70-470f-911e-b4909e22c06c	TCGA-50-6593-01Z-00-DX1.a63e298c-cbe7-44e8-8d8e-34ebb93530ca.svs	9929974e38377ad9c921ee758ad89475	734666757	released
0e0b542e-4794-4c09-a10d-95c94eb877e4	TCGA-86-8674-01Z-00-DX1.9fcaae4e-4062-45ab-a49d-7dba43040919.svs	7ef0f9e76bbf2ecac2a8848fb9f9c0c9	430809199	released
2c9eb09c-a2b2-4b01-8ce0-ccfcffb508c5	TCGA-62-A46V-01Z-00-DX1.631E54D0-9E57-4932-B4EF-81820E56A95B.svs	0c30a8b45207d57db71c1421b00ff011	922552254	released
a218c6ad-e4cd-4714-906a-35a5f1d290a0	TCGA-55-8208-01Z-00-DX1.6eccb7e2-16e4-4d25-9a1e-b370e016020f.svs	7c97a4fc82b1e666bdaec2e3dc1a7927	607727103	released
1836f269-fdff-4918-9060-5d2e9e4215ac	TCGA-44-2656-01Z-00-DX1.5f247f31-4bb5-460d-a1f7-7dcdba33c835.svs	84d8cff2fcc0f4c64204c8c4521b82f8	303842349	released
0bab1f8d-61a1-4f8f-abb4-b5b5b2725024	TCGA-78-7542-01Z-00-DX1.2ee042a6-11ee-4668-b254-44144fca4234.svs	cdd711a9f906ac1442e17f0e7cfaf3af	703601679	released
14bd2b1e-60a9-49c6-b3ca-04d8b59d25c5	TCGA-NJ-A4YQ-01Z-00-DX1.56C29975-77E9-4822-A9E1-83AD70D6C5F7.svs	f6a347b54ca7f288650f18cd0e9a628c	2094650531	released
9e898744-7ac9-493c-b7b8-c767602b2b07	TCGA-75-6206-01Z-00-DX1.63230D94-7015-4247-936D-E7ACD6692AB3.svs	fcbbb8e31622a9a07ea6a81d1c5b99d2	110373946	released
8dec798e-6469-4741-8838-15a49b08f03c	TCGA-L9-A743-01Z-00-DX1.27ED2955-E8B5-4A3C-ADAA-82568ECCFB83.svs	1d653e9f0793fc2fd0043993fae36b51	903087853	released
d38ed0ba-04ba-440c-a8aa-e14966f058bf	TCGA-55-7910-01Z-00-DX1.041e15d5-4852-49f6-85d9-74b510497651.svs	6a55daffaf67cb544bec9a5a023068f2	1016046833	released
94e2742c-2530-4ac6-9e78-01101a78e50b	TCGA-MN-A4N1-01Z-00-DX1.07CD10C3-73A7-47E5-AD45-45458CE33107.svs	1d9ea1e57eacf77c7cf535788dd9796b	2444017173	released
0cd8138a-3c98-4dd4-a895-a716ba9806f3	TCGA-97-7938-01Z-00-DX1.d774d0a2-ee34-43ba-9d9d-34bf9718292e.svs	9753c41ead76e442bf4395736eb79849	1209966176	released
ec690a38-48c8-4f04-ae17-25b53ca43319	TCGA-49-4494-01Z-00-DX2.cac5ed0a-98c3-4d37-a4f4-9596a061836a.svs	19def4bfb57e9621bc78696eb1af5619	1318955609	released
7de62654-119a-4e53-af94-dede0c89c931	TCGA-93-A4JN-01Z-00-DX1.ED4C9365-6CCF-4AEE-B4C9-3CC5EC57286C.svs	062851e32c9b0fb603bfa98fef944da3	2143584889	released
92646b41-6ff7-403f-afd1-d60e24b4be37	TCGA-05-4405-01Z-00-DX1.D57EC2B2-3A59-4954-86A7-61782938BCC5.svs	7034d53d0da33c23ecca31e632a922c1	250047128	released
7ea5cd6d-de6e-4679-b1b5-8ea7eebdccf0	TCGA-97-A4M6-01Z-00-DX1.01D83621-3D8E-4339-9F9B-CBD3083D5AE0.svs	90fad441eb86b6124c0df6206be12916	1198210385	released
35077ae6-85c8-431f-817d-2c8bdab33a7d	TCGA-50-5045-01Z-00-DX2.0FCA12EA-572E-4A7D-900D-6E200892170E.svs	4419cbaac6900dae5c4a65cde546232f	977744872	released
